sample_id,page_file,source_sha256,row,col,true_label,label_source,status,flags,human_reviewed,page_warning,cell_box_rectified,ink_box_in_cell,cell_file,processed_28x28,input_32x32,roi,normalized
1_1_02_4cdb4850_r01c03,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,1,3,1,filename,extracted,,False,paper_near_image_edge,"[472, 0, 707, 320]","[92, 104, 132, 206]",cells/1_1_02_4cdb4850_r01c03.png,processed_28x28/1/1_1_02_4cdb4850_r01c03.png,input_32x32/1/1_1_02_4cdb4850_r01c03.png,roi/1/1_1_02_4cdb4850_r01c03.png,normalized_32x32/1/1_1_02_4cdb4850_r01c03.npy
1_1_02_4cdb4850_r01c04,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,1,4,1,filename,extracted,,False,paper_near_image_edge,"[707, 0, 943, 320]","[97, 114, 129, 203]",cells/1_1_02_4cdb4850_r01c04.png,processed_28x28/1/1_1_02_4cdb4850_r01c04.png,input_32x32/1/1_1_02_4cdb4850_r01c04.png,roi/1/1_1_02_4cdb4850_r01c04.png,normalized_32x32/1/1_1_02_4cdb4850_r01c04.npy
1_1_02_4cdb4850_r02c01,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,2,1,1,filename,extracted,,False,paper_near_image_edge,"[0, 320, 236, 640]","[110, 110, 124, 215]",cells/1_1_02_4cdb4850_r02c01.png,processed_28x28/1/1_1_02_4cdb4850_r02c01.png,input_32x32/1/1_1_02_4cdb4850_r02c01.png,roi/1/1_1_02_4cdb4850_r02c01.png,normalized_32x32/1/1_1_02_4cdb4850_r02c01.npy
1_1_02_4cdb4850_r02c02,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,2,2,1,filename,extracted,,False,paper_near_image_edge,"[236, 320, 472, 640]","[99, 122, 116, 203]",cells/1_1_02_4cdb4850_r02c02.png,processed_28x28/1/1_1_02_4cdb4850_r02c02.png,input_32x32/1/1_1_02_4cdb4850_r02c02.png,roi/1/1_1_02_4cdb4850_r02c02.png,normalized_32x32/1/1_1_02_4cdb4850_r02c02.npy
1_1_02_4cdb4850_r02c03,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,2,3,1,filename,extracted,,False,paper_near_image_edge,"[472, 320, 707, 640]","[75, 124, 117, 208]",cells/1_1_02_4cdb4850_r02c03.png,processed_28x28/1/1_1_02_4cdb4850_r02c03.png,input_32x32/1/1_1_02_4cdb4850_r02c03.png,roi/1/1_1_02_4cdb4850_r02c03.png,normalized_32x32/1/1_1_02_4cdb4850_r02c03.npy
1_1_02_4cdb4850_r02c04,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,2,4,1,filename,extracted,,False,paper_near_image_edge,"[707, 320, 943, 640]","[74, 117, 112, 241]",cells/1_1_02_4cdb4850_r02c04.png,processed_28x28/1/1_1_02_4cdb4850_r02c04.png,input_32x32/1/1_1_02_4cdb4850_r02c04.png,roi/1/1_1_02_4cdb4850_r02c04.png,normalized_32x32/1/1_1_02_4cdb4850_r02c04.npy
1_1_02_4cdb4850_r03c01,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,3,1,1,filename,extracted,,False,paper_near_image_edge,"[0, 640, 236, 959]","[120, 117, 140, 223]",cells/1_1_02_4cdb4850_r03c01.png,processed_28x28/1/1_1_02_4cdb4850_r03c01.png,input_32x32/1/1_1_02_4cdb4850_r03c01.png,roi/1/1_1_02_4cdb4850_r03c01.png,normalized_32x32/1/1_1_02_4cdb4850_r03c01.npy
1_1_02_4cdb4850_r03c02,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,3,2,1,filename,extracted,,False,paper_near_image_edge,"[236, 640, 472, 959]","[130, 96, 151, 206]",cells/1_1_02_4cdb4850_r03c02.png,processed_28x28/1/1_1_02_4cdb4850_r03c02.png,input_32x32/1/1_1_02_4cdb4850_r03c02.png,roi/1/1_1_02_4cdb4850_r03c02.png,normalized_32x32/1/1_1_02_4cdb4850_r03c02.npy
1_1_02_4cdb4850_r03c03,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,3,3,1,filename,extracted,,False,paper_near_image_edge,"[472, 640, 707, 959]","[134, 101, 159, 232]",cells/1_1_02_4cdb4850_r03c03.png,processed_28x28/1/1_1_02_4cdb4850_r03c03.png,input_32x32/1/1_1_02_4cdb4850_r03c03.png,roi/1/1_1_02_4cdb4850_r03c03.png,normalized_32x32/1/1_1_02_4cdb4850_r03c03.npy
1_1_02_4cdb4850_r03c04,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,3,4,1,filename,needs_review,extra_ink_ignored,False,paper_near_image_edge,"[707, 640, 943, 959]","[108, 111, 140, 259]",cells/1_1_02_4cdb4850_r03c04.png,processed_28x28/1/1_1_02_4cdb4850_r03c04.png,input_32x32/1/1_1_02_4cdb4850_r03c04.png,roi/1/1_1_02_4cdb4850_r03c04.png,normalized_32x32/1/1_1_02_4cdb4850_r03c04.npy
1_1_02_4cdb4850_r04c01,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,4,1,1,filename,extracted,,False,paper_near_image_edge,"[0, 959, 236, 1279]","[117, 117, 130, 219]",cells/1_1_02_4cdb4850_r04c01.png,processed_28x28/1/1_1_02_4cdb4850_r04c01.png,input_32x32/1/1_1_02_4cdb4850_r04c01.png,roi/1/1_1_02_4cdb4850_r04c01.png,normalized_32x32/1/1_1_02_4cdb4850_r04c01.npy
1_1_02_4cdb4850_r04c02,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,4,2,1,filename,extracted,,False,paper_near_image_edge,"[236, 959, 472, 1279]","[124, 110, 139, 226]",cells/1_1_02_4cdb4850_r04c02.png,processed_28x28/1/1_1_02_4cdb4850_r04c02.png,input_32x32/1/1_1_02_4cdb4850_r04c02.png,roi/1/1_1_02_4cdb4850_r04c02.png,normalized_32x32/1/1_1_02_4cdb4850_r04c02.npy
1_1_02_4cdb4850_r04c03,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,4,3,1,filename,extracted,,False,paper_near_image_edge,"[472, 959, 707, 1279]","[116, 102, 132, 215]",cells/1_1_02_4cdb4850_r04c03.png,processed_28x28/1/1_1_02_4cdb4850_r04c03.png,input_32x32/1/1_1_02_4cdb4850_r04c03.png,roi/1/1_1_02_4cdb4850_r04c03.png,normalized_32x32/1/1_1_02_4cdb4850_r04c03.npy
1_1_02_4cdb4850_r04c04,pages/1_02_4cdb4850.jpg,4cdb4850cb4fa04fa640ecb0f79bb72f762d8e2a321ca48226ea70d84a57959f,4,4,1,filename,needs_review,extra_ink_ignored,False,paper_near_image_edge,"[707, 959, 943, 1279]","[101, 139, 114, 269]",cells/1_1_02_4cdb4850_r04c04.png,processed_28x28/1/1_1_02_4cdb4850_r04c04.png,input_32x32/1/1_1_02_4cdb4850_r04c04.png,roi/1/1_1_02_4cdb4850_r04c04.png,normalized_32x32/1/1_1_02_4cdb4850_r04c04.npy
2_2_01_2e3151dd_r01c01,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,1,1,2,filename,extracted,,False,paper_near_image_edge,"[0, 0, 312, 426]","[116, 196, 186, 295]",cells/2_2_01_2e3151dd_r01c01.png,processed_28x28/2/2_2_01_2e3151dd_r01c01.png,input_32x32/2/2_2_01_2e3151dd_r01c01.png,roi/2/2_2_01_2e3151dd_r01c01.png,normalized_32x32/2/2_2_01_2e3151dd_r01c01.npy
2_2_01_2e3151dd_r01c02,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,1,2,2,filename,extracted,,False,paper_near_image_edge,"[312, 0, 624, 426]","[105, 204, 219, 306]",cells/2_2_01_2e3151dd_r01c02.png,processed_28x28/2/2_2_01_2e3151dd_r01c02.png,input_32x32/2/2_2_01_2e3151dd_r01c02.png,roi/2/2_2_01_2e3151dd_r01c02.png,normalized_32x32/2/2_2_01_2e3151dd_r01c02.npy
2_2_01_2e3151dd_r01c03,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,1,3,2,filename,extracted,,False,paper_near_image_edge,"[624, 0, 935, 426]","[92, 186, 164, 293]",cells/2_2_01_2e3151dd_r01c03.png,processed_28x28/2/2_2_01_2e3151dd_r01c03.png,input_32x32/2/2_2_01_2e3151dd_r01c03.png,roi/2/2_2_01_2e3151dd_r01c03.png,normalized_32x32/2/2_2_01_2e3151dd_r01c03.npy
2_2_01_2e3151dd_r01c04,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,1,4,2,filename,extracted,,False,paper_near_image_edge,"[935, 0, 1247, 426]","[98, 167, 175, 266]",cells/2_2_01_2e3151dd_r01c04.png,processed_28x28/2/2_2_01_2e3151dd_r01c04.png,input_32x32/2/2_2_01_2e3151dd_r01c04.png,roi/2/2_2_01_2e3151dd_r01c04.png,normalized_32x32/2/2_2_01_2e3151dd_r01c04.npy
2_2_01_2e3151dd_r02c01,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,2,1,2,filename,needs_review,extra_ink_ignored,False,paper_near_image_edge,"[0, 426, 312, 853]","[118, 137, 192, 272]",cells/2_2_01_2e3151dd_r02c01.png,processed_28x28/2/2_2_01_2e3151dd_r02c01.png,input_32x32/2/2_2_01_2e3151dd_r02c01.png,roi/2/2_2_01_2e3151dd_r02c01.png,normalized_32x32/2/2_2_01_2e3151dd_r02c01.npy
2_2_01_2e3151dd_r02c02,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,2,2,2,filename,extracted,,False,paper_near_image_edge,"[312, 426, 624, 853]","[82, 151, 163, 261]",cells/2_2_01_2e3151dd_r02c02.png,processed_28x28/2/2_2_01_2e3151dd_r02c02.png,input_32x32/2/2_2_01_2e3151dd_r02c02.png,roi/2/2_2_01_2e3151dd_r02c02.png,normalized_32x32/2/2_2_01_2e3151dd_r02c02.npy
2_2_01_2e3151dd_r02c03,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,2,3,2,filename,extracted,,False,paper_near_image_edge,"[624, 426, 935, 853]","[95, 185, 166, 280]",cells/2_2_01_2e3151dd_r02c03.png,processed_28x28/2/2_2_01_2e3151dd_r02c03.png,input_32x32/2/2_2_01_2e3151dd_r02c03.png,roi/2/2_2_01_2e3151dd_r02c03.png,normalized_32x32/2/2_2_01_2e3151dd_r02c03.npy
2_2_01_2e3151dd_r02c04,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,2,4,2,filename,extracted,,False,paper_near_image_edge,"[935, 426, 1247, 853]","[88, 177, 185, 288]",cells/2_2_01_2e3151dd_r02c04.png,processed_28x28/2/2_2_01_2e3151dd_r02c04.png,input_32x32/2/2_2_01_2e3151dd_r02c04.png,roi/2/2_2_01_2e3151dd_r02c04.png,normalized_32x32/2/2_2_01_2e3151dd_r02c04.npy
2_2_01_2e3151dd_r03c01,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,3,1,2,filename,extracted,,False,paper_near_image_edge,"[0, 853, 312, 1280]","[80, 124, 185, 250]",cells/2_2_01_2e3151dd_r03c01.png,processed_28x28/2/2_2_01_2e3151dd_r03c01.png,input_32x32/2/2_2_01_2e3151dd_r03c01.png,roi/2/2_2_01_2e3151dd_r03c01.png,normalized_32x32/2/2_2_01_2e3151dd_r03c01.npy
2_2_01_2e3151dd_r03c02,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,3,2,2,filename,extracted,,False,paper_near_image_edge,"[312, 853, 624, 1280]","[92, 139, 191, 256]",cells/2_2_01_2e3151dd_r03c02.png,processed_28x28/2/2_2_01_2e3151dd_r03c02.png,input_32x32/2/2_2_01_2e3151dd_r03c02.png,roi/2/2_2_01_2e3151dd_r03c02.png,normalized_32x32/2/2_2_01_2e3151dd_r03c02.npy
2_2_01_2e3151dd_r03c03,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,3,3,2,filename,extracted,,False,paper_near_image_edge,"[624, 853, 935, 1280]","[62, 136, 172, 267]",cells/2_2_01_2e3151dd_r03c03.png,processed_28x28/2/2_2_01_2e3151dd_r03c03.png,input_32x32/2/2_2_01_2e3151dd_r03c03.png,roi/2/2_2_01_2e3151dd_r03c03.png,normalized_32x32/2/2_2_01_2e3151dd_r03c03.npy
2_2_01_2e3151dd_r03c04,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,3,4,2,filename,extracted,,False,paper_near_image_edge,"[935, 853, 1247, 1280]","[90, 169, 232, 300]",cells/2_2_01_2e3151dd_r03c04.png,processed_28x28/2/2_2_01_2e3151dd_r03c04.png,input_32x32/2/2_2_01_2e3151dd_r03c04.png,roi/2/2_2_01_2e3151dd_r03c04.png,normalized_32x32/2/2_2_01_2e3151dd_r03c04.npy
2_2_01_2e3151dd_r04c01,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,4,1,2,filename,extracted,,False,paper_near_image_edge,"[0, 1280, 312, 1706]","[90, 123, 207, 237]",cells/2_2_01_2e3151dd_r04c01.png,processed_28x28/2/2_2_01_2e3151dd_r04c01.png,input_32x32/2/2_2_01_2e3151dd_r04c01.png,roi/2/2_2_01_2e3151dd_r04c01.png,normalized_32x32/2/2_2_01_2e3151dd_r04c01.npy
2_2_01_2e3151dd_r04c02,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,4,2,2,filename,extracted,,False,paper_near_image_edge,"[312, 1280, 624, 1706]","[93, 126, 217, 252]",cells/2_2_01_2e3151dd_r04c02.png,processed_28x28/2/2_2_01_2e3151dd_r04c02.png,input_32x32/2/2_2_01_2e3151dd_r04c02.png,roi/2/2_2_01_2e3151dd_r04c02.png,normalized_32x32/2/2_2_01_2e3151dd_r04c02.npy
2_2_01_2e3151dd_r04c03,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,4,3,2,filename,extracted,,False,paper_near_image_edge,"[624, 1280, 935, 1706]","[42, 108, 207, 248]",cells/2_2_01_2e3151dd_r04c03.png,processed_28x28/2/2_2_01_2e3151dd_r04c03.png,input_32x32/2/2_2_01_2e3151dd_r04c03.png,roi/2/2_2_01_2e3151dd_r04c03.png,normalized_32x32/2/2_2_01_2e3151dd_r04c03.npy
2_2_01_2e3151dd_r04c04,pages/2_01_2e3151dd.jpg,2e3151ddbc0bf0d2e5011a36a1509942ec6d0467dea5a9a6555431d796213bc9,4,4,2,filename,extracted,,False,paper_near_image_edge,"[935, 1280, 1247, 1706]","[61, 139, 203, 347]",cells/2_2_01_2e3151dd_r04c04.png,processed_28x28/2/2_2_01_2e3151dd_r04c04.png,input_32x32/2/2_2_01_2e3151dd_r04c04.png,roi/2/2_2_01_2e3151dd_r04c04.png,normalized_32x32/2/2_2_01_2e3151dd_r04c04.npy
2_2_02_cbfae05c_r01c01,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,1,1,2,filename,extracted,,False,paper_near_image_edge,"[0, 0, 316, 426]","[137, 173, 204, 279]",cells/2_2_02_cbfae05c_r01c01.png,processed_28x28/2/2_2_02_cbfae05c_r01c01.png,input_32x32/2/2_2_02_cbfae05c_r01c01.png,roi/2/2_2_02_cbfae05c_r01c01.png,normalized_32x32/2/2_2_02_cbfae05c_r01c01.npy
2_2_02_cbfae05c_r01c02,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,1,2,2,filename,extracted,,False,paper_near_image_edge,"[316, 0, 632, 426]","[115, 179, 198, 282]",cells/2_2_02_cbfae05c_r01c02.png,processed_28x28/2/2_2_02_cbfae05c_r01c02.png,input_32x32/2/2_2_02_cbfae05c_r01c02.png,roi/2/2_2_02_cbfae05c_r01c02.png,normalized_32x32/2/2_2_02_cbfae05c_r01c02.npy
2_2_02_cbfae05c_r01c03,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,1,3,2,filename,extracted,,False,paper_near_image_edge,"[632, 0, 948, 426]","[124, 166, 194, 286]",cells/2_2_02_cbfae05c_r01c03.png,processed_28x28/2/2_2_02_cbfae05c_r01c03.png,input_32x32/2/2_2_02_cbfae05c_r01c03.png,roi/2/2_2_02_cbfae05c_r01c03.png,normalized_32x32/2/2_2_02_cbfae05c_r01c03.npy
2_2_02_cbfae05c_r01c04,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,1,4,2,filename,extracted,,False,paper_near_image_edge,"[948, 0, 1264, 426]","[111, 146, 179, 289]",cells/2_2_02_cbfae05c_r01c04.png,processed_28x28/2/2_2_02_cbfae05c_r01c04.png,input_32x32/2/2_2_02_cbfae05c_r01c04.png,roi/2/2_2_02_cbfae05c_r01c04.png,normalized_32x32/2/2_2_02_cbfae05c_r01c04.npy
2_2_02_cbfae05c_r02c01,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,2,1,2,filename,extracted,,False,paper_near_image_edge,"[0, 426, 316, 853]","[99, 157, 198, 251]",cells/2_2_02_cbfae05c_r02c01.png,processed_28x28/2/2_2_02_cbfae05c_r02c01.png,input_32x32/2/2_2_02_cbfae05c_r02c01.png,roi/2/2_2_02_cbfae05c_r02c01.png,normalized_32x32/2/2_2_02_cbfae05c_r02c01.npy
2_2_02_cbfae05c_r02c02,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,2,2,2,filename,extracted,,False,paper_near_image_edge,"[316, 426, 632, 853]","[118, 182, 173, 253]",cells/2_2_02_cbfae05c_r02c02.png,processed_28x28/2/2_2_02_cbfae05c_r02c02.png,input_32x32/2/2_2_02_cbfae05c_r02c02.png,roi/2/2_2_02_cbfae05c_r02c02.png,normalized_32x32/2/2_2_02_cbfae05c_r02c02.npy
2_2_02_cbfae05c_r02c03,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,2,3,2,filename,extracted,,False,paper_near_image_edge,"[632, 426, 948, 853]","[109, 161, 197, 264]",cells/2_2_02_cbfae05c_r02c03.png,processed_28x28/2/2_2_02_cbfae05c_r02c03.png,input_32x32/2/2_2_02_cbfae05c_r02c03.png,roi/2/2_2_02_cbfae05c_r02c03.png,normalized_32x32/2/2_2_02_cbfae05c_r02c03.npy
2_2_02_cbfae05c_r02c04,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,2,4,2,filename,extracted,,False,paper_near_image_edge,"[948, 426, 1264, 853]","[102, 153, 197, 259]",cells/2_2_02_cbfae05c_r02c04.png,processed_28x28/2/2_2_02_cbfae05c_r02c04.png,input_32x32/2/2_2_02_cbfae05c_r02c04.png,roi/2/2_2_02_cbfae05c_r02c04.png,normalized_32x32/2/2_2_02_cbfae05c_r02c04.npy
2_2_02_cbfae05c_r03c01,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,3,1,2,filename,extracted,,False,paper_near_image_edge,"[0, 853, 316, 1280]","[102, 137, 205, 244]",cells/2_2_02_cbfae05c_r03c01.png,processed_28x28/2/2_2_02_cbfae05c_r03c01.png,input_32x32/2/2_2_02_cbfae05c_r03c01.png,roi/2/2_2_02_cbfae05c_r03c01.png,normalized_32x32/2/2_2_02_cbfae05c_r03c01.npy
2_2_02_cbfae05c_r03c02,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,3,2,2,filename,extracted,,False,paper_near_image_edge,"[316, 853, 632, 1280]","[87, 121, 190, 240]",cells/2_2_02_cbfae05c_r03c02.png,processed_28x28/2/2_2_02_cbfae05c_r03c02.png,input_32x32/2/2_2_02_cbfae05c_r03c02.png,roi/2/2_2_02_cbfae05c_r03c02.png,normalized_32x32/2/2_2_02_cbfae05c_r03c02.npy
2_2_02_cbfae05c_r03c03,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,3,3,2,filename,extracted,,False,paper_near_image_edge,"[632, 853, 948, 1280]","[70, 121, 181, 239]",cells/2_2_02_cbfae05c_r03c03.png,processed_28x28/2/2_2_02_cbfae05c_r03c03.png,input_32x32/2/2_2_02_cbfae05c_r03c03.png,roi/2/2_2_02_cbfae05c_r03c03.png,normalized_32x32/2/2_2_02_cbfae05c_r03c03.npy
2_2_02_cbfae05c_r03c04,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,3,4,2,filename,extracted,,False,paper_near_image_edge,"[948, 853, 1264, 1280]","[72, 135, 205, 268]",cells/2_2_02_cbfae05c_r03c04.png,processed_28x28/2/2_2_02_cbfae05c_r03c04.png,input_32x32/2/2_2_02_cbfae05c_r03c04.png,roi/2/2_2_02_cbfae05c_r03c04.png,normalized_32x32/2/2_2_02_cbfae05c_r03c04.npy
2_2_02_cbfae05c_r04c01,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,4,1,2,filename,extracted,,False,paper_near_image_edge,"[0, 1280, 316, 1706]","[101, 131, 212, 263]",cells/2_2_02_cbfae05c_r04c01.png,processed_28x28/2/2_2_02_cbfae05c_r04c01.png,input_32x32/2/2_2_02_cbfae05c_r04c01.png,roi/2/2_2_02_cbfae05c_r04c01.png,normalized_32x32/2/2_2_02_cbfae05c_r04c01.npy
2_2_02_cbfae05c_r04c02,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,4,2,2,filename,needs_review,extra_ink_ignored,False,paper_near_image_edge,"[316, 1280, 632, 1706]","[84, 98, 183, 238]",cells/2_2_02_cbfae05c_r04c02.png,processed_28x28/2/2_2_02_cbfae05c_r04c02.png,input_32x32/2/2_2_02_cbfae05c_r04c02.png,roi/2/2_2_02_cbfae05c_r04c02.png,normalized_32x32/2/2_2_02_cbfae05c_r04c02.npy
2_2_02_cbfae05c_r04c03,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,4,3,2,filename,extracted,,False,paper_near_image_edge,"[632, 1280, 948, 1706]","[50, 91, 234, 244]",cells/2_2_02_cbfae05c_r04c03.png,processed_28x28/2/2_2_02_cbfae05c_r04c03.png,input_32x32/2/2_2_02_cbfae05c_r04c03.png,roi/2/2_2_02_cbfae05c_r04c03.png,normalized_32x32/2/2_2_02_cbfae05c_r04c03.npy
2_2_02_cbfae05c_r04c04,pages/2_02_cbfae05c.jpg,cbfae05c35eb2c4a0ea5822a9874fc3bfb2c0d702ef771e24eca34dc92c0a51e,4,4,2,filename,extracted,,False,paper_near_image_edge,"[948, 1280, 1264, 1706]","[72, 115, 179, 272]",cells/2_2_02_cbfae05c_r04c04.png,processed_28x28/2/2_2_02_cbfae05c_r04c04.png,input_32x32/2/2_2_02_cbfae05c_r04c04.png,roi/2/2_2_02_cbfae05c_r04c04.png,normalized_32x32/2/2_2_02_cbfae05c_r04c04.npy
3_3_01_3ef7df64_r01c01,pages/3_01_3ef7df64.jpg,3ef7df6468d39f5964afc029f1931a9b92adfe0812ac949eca37199e1b6917eb,1,1,3,filename,extracted,,False,paper_near_image_edge,"[0, 0, 315, 426]","[98, 104, 194, 280]",cells/3_3_01_3ef7df64_r01c01.png,processed_28x28/3/3_3_01_3ef7df64_r01c01.png,input_32x32/3/3_3_01_3ef7df64_r01c01.png,roi/3/3_3_01_3ef7df64_r01c01.png,normalized_32x32/3/3_3_01_3ef7df64_r01c01.npy
3_3_01_3ef7df64_r01c02,pages/3_01_3ef7df64.jpg,3ef7df6468d39f5964afc029f1931a9b92adfe0812ac949eca37199e1b6917eb,1,2,3,filename,extracted,,False,paper_near_image_edge,"[315, 0, 630, 426]","[118, 119, 195, 263]",cells/3_3_01_3ef7df64_r01c02.png,processed_28x28/3/3_3_01_3ef7df64_r01c02.png,input_32x32/3/3_3_01_3ef7df64_r01c02.png,roi/3/3_3_01_3ef7df64_r01c02.png,normalized_32x32/3/3_3_01_3ef7df64_r01c02.npy
3_3_01_3ef7df64_r01c03,pages/3_01_3ef7df64.jpg,3ef7df6468d39f5964afc029f1931a9b92adfe0812ac949eca37199e1b6917eb,1,3,3,filename,extracted,,False,paper_near_image_edge,"[630, 0, 944, 426]","[129, 136, 194, 262]",cells/3_3_01_3ef7df64_r01c03.png,processed_28x28/3/3_3_01_3ef7df64_r01c03.png,input_32x32/3/3_3_01_3ef7df64_r01c03.png,roi/3/3_3_01_3ef7df64_r01c03.png,normalized_32x32/3/3_3_01_3ef7df64_r01c03.npy
3_3_01_3ef7df64_r01c04,pages/3_01_3ef7df64.jpg,3ef7df6468d39f5964afc029f1931a9b92adfe0812ac949eca37199e1b6917eb,1,4,3,filename,extracted,,False,paper_near_image_edge,"[944, 0, 1259, 426]","[121, 124, 195, 261]",cells/3_3_01_3ef7df64_r01c04.png,processed_28x28/3/3_3_01_3ef7df64_r01c04.png,input_32x32/3/3_3_01_3ef7df64_r01c04.png,roi/3/3_3_01_3ef7df64_r01c04.png,normalized_32x32/3/3_3_01_3ef7df64_r01c04.npy
3_3_01_3ef7df64_r02c01,pages/3_01_3ef7df64.jpg,3ef7df6468d39f5964afc029f1931a9b92adfe0812ac949eca37199e1b6917eb,2,1,3,filename,extracted,,False,paper_near_image_edge,"[0, 426, 315, 853]","[94, 120, 209, 274]",cells/3_3_01_3ef7df64_r02c01.png,processed_28x28/3/3_3_01_3ef7df64_r02c01.png,input_32x32/3/3_3_01_3ef7df64_r02c01.png,roi/3/3_3_01_3ef7df64_r02c01.png,normalized_32x32/3/3_3_01_3ef7df64_r02c01.npy
