sample_id,source_sample_id,true_label,condition,parameter,source_file,raw_page,processed_28x28,input_32x32,normalized_32x32
8_8_02_b36c8633_r02c02__rotation_angle_p10,8_8_02_b36c8633_r02c02,8,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/8/8_8_02_b36c8633_r02c02.png,./data/raw/dataset/8_02.jpg,rotation/angle_p10/processed_28x28/8/8_8_02_b36c8633_r02c02__rotation_angle_p10.png,rotation/angle_p10/input_32x32/8/8_8_02_b36c8633_r02c02__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/8/8_8_02_b36c8633_r02c02__rotation_angle_p10.npy
8_8_02_b36c8633_r02c03__rotation_angle_p10,8_8_02_b36c8633_r02c03,8,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/8/8_8_02_b36c8633_r02c03.png,./data/raw/dataset/8_02.jpg,rotation/angle_p10/processed_28x28/8/8_8_02_b36c8633_r02c03__rotation_angle_p10.png,rotation/angle_p10/input_32x32/8/8_8_02_b36c8633_r02c03__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/8/8_8_02_b36c8633_r02c03__rotation_angle_p10.npy
8_8_02_b36c8633_r02c04__rotation_angle_p10,8_8_02_b36c8633_r02c04,8,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/8/8_8_02_b36c8633_r02c04.png,./data/raw/dataset/8_02.jpg,rotation/angle_p10/processed_28x28/8/8_8_02_b36c8633_r02c04__rotation_angle_p10.png,rotation/angle_p10/input_32x32/8/8_8_02_b36c8633_r02c04__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/8/8_8_02_b36c8633_r02c04__rotation_angle_p10.npy
8_8_02_b36c8633_r03c01__rotation_angle_p10,8_8_02_b36c8633_r03c01,8,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/8/8_8_02_b36c8633_r03c01.png,./data/raw/dataset/8_02.jpg,rotation/angle_p10/processed_28x28/8/8_8_02_b36c8633_r03c01__rotation_angle_p10.png,rotation/angle_p10/input_32x32/8/8_8_02_b36c8633_r03c01__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/8/8_8_02_b36c8633_r03c01__rotation_angle_p10.npy
8_8_02_b36c8633_r03c02__rotation_angle_p10,8_8_02_b36c8633_r03c02,8,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/8/8_8_02_b36c8633_r03c02.png,./data/raw/dataset/8_02.jpg,rotation/angle_p10/processed_28x28/8/8_8_02_b36c8633_r03c02__rotation_angle_p10.png,rotation/angle_p10/input_32x32/8/8_8_02_b36c8633_r03c02__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/8/8_8_02_b36c8633_r03c02__rotation_angle_p10.npy
8_8_02_b36c8633_r03c03__rotation_angle_p10,8_8_02_b36c8633_r03c03,8,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/8/8_8_02_b36c8633_r03c03.png,./data/raw/dataset/8_02.jpg,rotation/angle_p10/processed_28x28/8/8_8_02_b36c8633_r03c03__rotation_angle_p10.png,rotation/angle_p10/input_32x32/8/8_8_02_b36c8633_r03c03__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/8/8_8_02_b36c8633_r03c03__rotation_angle_p10.npy
8_8_02_b36c8633_r03c04__rotation_angle_p10,8_8_02_b36c8633_r03c04,8,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/8/8_8_02_b36c8633_r03c04.png,./data/raw/dataset/8_02.jpg,rotation/angle_p10/processed_28x28/8/8_8_02_b36c8633_r03c04__rotation_angle_p10.png,rotation/angle_p10/input_32x32/8/8_8_02_b36c8633_r03c04__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/8/8_8_02_b36c8633_r03c04__rotation_angle_p10.npy
8_8_02_b36c8633_r04c01__rotation_angle_p10,8_8_02_b36c8633_r04c01,8,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/8/8_8_02_b36c8633_r04c01.png,./data/raw/dataset/8_02.jpg,rotation/angle_p10/processed_28x28/8/8_8_02_b36c8633_r04c01__rotation_angle_p10.png,rotation/angle_p10/input_32x32/8/8_8_02_b36c8633_r04c01__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/8/8_8_02_b36c8633_r04c01__rotation_angle_p10.npy
8_8_02_b36c8633_r04c02__rotation_angle_p10,8_8_02_b36c8633_r04c02,8,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/8/8_8_02_b36c8633_r04c02.png,./data/raw/dataset/8_02.jpg,rotation/angle_p10/processed_28x28/8/8_8_02_b36c8633_r04c02__rotation_angle_p10.png,rotation/angle_p10/input_32x32/8/8_8_02_b36c8633_r04c02__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/8/8_8_02_b36c8633_r04c02__rotation_angle_p10.npy
8_8_02_b36c8633_r04c03__rotation_angle_p10,8_8_02_b36c8633_r04c03,8,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/8/8_8_02_b36c8633_r04c03.png,./data/raw/dataset/8_02.jpg,rotation/angle_p10/processed_28x28/8/8_8_02_b36c8633_r04c03__rotation_angle_p10.png,rotation/angle_p10/input_32x32/8/8_8_02_b36c8633_r04c03__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/8/8_8_02_b36c8633_r04c03__rotation_angle_p10.npy
8_8_02_b36c8633_r04c04__rotation_angle_p10,8_8_02_b36c8633_r04c04,8,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/8/8_8_02_b36c8633_r04c04.png,./data/raw/dataset/8_02.jpg,rotation/angle_p10/processed_28x28/8/8_8_02_b36c8633_r04c04__rotation_angle_p10.png,rotation/angle_p10/input_32x32/8/8_8_02_b36c8633_r04c04__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/8/8_8_02_b36c8633_r04c04__rotation_angle_p10.npy
9_9_01_852a4a6b_r01c01__rotation_angle_p10,9_9_01_852a4a6b_r01c01,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r01c01.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r01c01__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r01c01__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r01c01__rotation_angle_p10.npy
9_9_01_852a4a6b_r01c02__rotation_angle_p10,9_9_01_852a4a6b_r01c02,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r01c02.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r01c02__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r01c02__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r01c02__rotation_angle_p10.npy
9_9_01_852a4a6b_r01c03__rotation_angle_p10,9_9_01_852a4a6b_r01c03,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r01c03.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r01c03__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r01c03__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r01c03__rotation_angle_p10.npy
9_9_01_852a4a6b_r01c04__rotation_angle_p10,9_9_01_852a4a6b_r01c04,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r01c04.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r01c04__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r01c04__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r01c04__rotation_angle_p10.npy
9_9_01_852a4a6b_r02c01__rotation_angle_p10,9_9_01_852a4a6b_r02c01,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r02c01.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r02c01__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r02c01__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r02c01__rotation_angle_p10.npy
9_9_01_852a4a6b_r02c02__rotation_angle_p10,9_9_01_852a4a6b_r02c02,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r02c02.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r02c02__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r02c02__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r02c02__rotation_angle_p10.npy
9_9_01_852a4a6b_r02c03__rotation_angle_p10,9_9_01_852a4a6b_r02c03,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r02c03.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r02c03__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r02c03__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r02c03__rotation_angle_p10.npy
9_9_01_852a4a6b_r02c04__rotation_angle_p10,9_9_01_852a4a6b_r02c04,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r02c04.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r02c04__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r02c04__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r02c04__rotation_angle_p10.npy
9_9_01_852a4a6b_r03c01__rotation_angle_p10,9_9_01_852a4a6b_r03c01,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r03c01.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r03c01__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r03c01__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r03c01__rotation_angle_p10.npy
9_9_01_852a4a6b_r03c02__rotation_angle_p10,9_9_01_852a4a6b_r03c02,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r03c02.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r03c02__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r03c02__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r03c02__rotation_angle_p10.npy
9_9_01_852a4a6b_r03c03__rotation_angle_p10,9_9_01_852a4a6b_r03c03,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r03c03.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r03c03__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r03c03__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r03c03__rotation_angle_p10.npy
9_9_01_852a4a6b_r03c04__rotation_angle_p10,9_9_01_852a4a6b_r03c04,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r03c04.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r03c04__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r03c04__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r03c04__rotation_angle_p10.npy
9_9_01_852a4a6b_r04c01__rotation_angle_p10,9_9_01_852a4a6b_r04c01,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r04c01.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r04c01__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r04c01__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r04c01__rotation_angle_p10.npy
9_9_01_852a4a6b_r04c02__rotation_angle_p10,9_9_01_852a4a6b_r04c02,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r04c02.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r04c02__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r04c02__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r04c02__rotation_angle_p10.npy
9_9_01_852a4a6b_r04c03__rotation_angle_p10,9_9_01_852a4a6b_r04c03,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r04c03.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r04c03__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r04c03__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r04c03__rotation_angle_p10.npy
9_9_01_852a4a6b_r04c04__rotation_angle_p10,9_9_01_852a4a6b_r04c04,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_01_852a4a6b_r04c04.png,./data/raw/dataset/9_01.jpg,rotation/angle_p10/processed_28x28/9/9_9_01_852a4a6b_r04c04__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_01_852a4a6b_r04c04__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_01_852a4a6b_r04c04__rotation_angle_p10.npy
9_9_02_2f49434b_r01c01__rotation_angle_p10,9_9_02_2f49434b_r01c01,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r01c01.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r01c01__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r01c01__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r01c01__rotation_angle_p10.npy
9_9_02_2f49434b_r01c02__rotation_angle_p10,9_9_02_2f49434b_r01c02,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r01c02.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r01c02__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r01c02__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r01c02__rotation_angle_p10.npy
9_9_02_2f49434b_r01c03__rotation_angle_p10,9_9_02_2f49434b_r01c03,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r01c03.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r01c03__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r01c03__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r01c03__rotation_angle_p10.npy
9_9_02_2f49434b_r01c04__rotation_angle_p10,9_9_02_2f49434b_r01c04,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r01c04.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r01c04__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r01c04__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r01c04__rotation_angle_p10.npy
9_9_02_2f49434b_r02c01__rotation_angle_p10,9_9_02_2f49434b_r02c01,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r02c01.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r02c01__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r02c01__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r02c01__rotation_angle_p10.npy
9_9_02_2f49434b_r02c02__rotation_angle_p10,9_9_02_2f49434b_r02c02,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r02c02.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r02c02__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r02c02__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r02c02__rotation_angle_p10.npy
9_9_02_2f49434b_r02c03__rotation_angle_p10,9_9_02_2f49434b_r02c03,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r02c03.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r02c03__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r02c03__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r02c03__rotation_angle_p10.npy
9_9_02_2f49434b_r02c04__rotation_angle_p10,9_9_02_2f49434b_r02c04,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r02c04.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r02c04__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r02c04__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r02c04__rotation_angle_p10.npy
9_9_02_2f49434b_r03c01__rotation_angle_p10,9_9_02_2f49434b_r03c01,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r03c01.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r03c01__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r03c01__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r03c01__rotation_angle_p10.npy
9_9_02_2f49434b_r03c02__rotation_angle_p10,9_9_02_2f49434b_r03c02,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r03c02.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r03c02__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r03c02__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r03c02__rotation_angle_p10.npy
9_9_02_2f49434b_r03c03__rotation_angle_p10,9_9_02_2f49434b_r03c03,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r03c03.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r03c03__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r03c03__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r03c03__rotation_angle_p10.npy
9_9_02_2f49434b_r03c04__rotation_angle_p10,9_9_02_2f49434b_r03c04,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r03c04.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r03c04__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r03c04__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r03c04__rotation_angle_p10.npy
9_9_02_2f49434b_r04c01__rotation_angle_p10,9_9_02_2f49434b_r04c01,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r04c01.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r04c01__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r04c01__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r04c01__rotation_angle_p10.npy
9_9_02_2f49434b_r04c02__rotation_angle_p10,9_9_02_2f49434b_r04c02,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r04c02.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r04c02__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r04c02__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r04c02__rotation_angle_p10.npy
9_9_02_2f49434b_r04c03__rotation_angle_p10,9_9_02_2f49434b_r04c03,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r04c03.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r04c03__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r04c03__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r04c03__rotation_angle_p10.npy
9_9_02_2f49434b_r04c04__rotation_angle_p10,9_9_02_2f49434b_r04c04,9,rotation,+10deg,./data/preprocessed/dataset/processed_28x28/9/9_9_02_2f49434b_r04c04.png,./data/raw/dataset/9_02.jpg,rotation/angle_p10/processed_28x28/9/9_9_02_2f49434b_r04c04__rotation_angle_p10.png,rotation/angle_p10/input_32x32/9/9_9_02_2f49434b_r04c04__rotation_angle_p10.png,rotation/angle_p10/normalized_32x32/9/9_9_02_2f49434b_r04c04__rotation_angle_p10.npy
0_0_01_0a5cfa52_r01c01__rotation_angle_p15,0_0_01_0a5cfa52_r01c01,0,rotation,+15deg,./data/preprocessed/dataset/processed_28x28/0/0_0_01_0a5cfa52_r01c01.png,./data/raw/dataset/0_01.jpg,rotation/angle_p15/processed_28x28/0/0_0_01_0a5cfa52_r01c01__rotation_angle_p15.png,rotation/angle_p15/input_32x32/0/0_0_01_0a5cfa52_r01c01__rotation_angle_p15.png,rotation/angle_p15/normalized_32x32/0/0_0_01_0a5cfa52_r01c01__rotation_angle_p15.npy
0_0_01_0a5cfa52_r01c02__rotation_angle_p15,0_0_01_0a5cfa52_r01c02,0,rotation,+15deg,./data/preprocessed/dataset/processed_28x28/0/0_0_01_0a5cfa52_r01c02.png,./data/raw/dataset/0_01.jpg,rotation/angle_p15/processed_28x28/0/0_0_01_0a5cfa52_r01c02__rotation_angle_p15.png,rotation/angle_p15/input_32x32/0/0_0_01_0a5cfa52_r01c02__rotation_angle_p15.png,rotation/angle_p15/normalized_32x32/0/0_0_01_0a5cfa52_r01c02__rotation_angle_p15.npy
0_0_01_0a5cfa52_r01c03__rotation_angle_p15,0_0_01_0a5cfa52_r01c03,0,rotation,+15deg,./data/preprocessed/dataset/processed_28x28/0/0_0_01_0a5cfa52_r01c03.png,./data/raw/dataset/0_01.jpg,rotation/angle_p15/processed_28x28/0/0_0_01_0a5cfa52_r01c03__rotation_angle_p15.png,rotation/angle_p15/input_32x32/0/0_0_01_0a5cfa52_r01c03__rotation_angle_p15.png,rotation/angle_p15/normalized_32x32/0/0_0_01_0a5cfa52_r01c03__rotation_angle_p15.npy
0_0_01_0a5cfa52_r01c04__rotation_angle_p15,0_0_01_0a5cfa52_r01c04,0,rotation,+15deg,./data/preprocessed/dataset/processed_28x28/0/0_0_01_0a5cfa52_r01c04.png,./data/raw/dataset/0_01.jpg,rotation/angle_p15/processed_28x28/0/0_0_01_0a5cfa52_r01c04__rotation_angle_p15.png,rotation/angle_p15/input_32x32/0/0_0_01_0a5cfa52_r01c04__rotation_angle_p15.png,rotation/angle_p15/normalized_32x32/0/0_0_01_0a5cfa52_r01c04__rotation_angle_p15.npy
0_0_01_0a5cfa52_r02c01__rotation_angle_p15,0_0_01_0a5cfa52_r02c01,0,rotation,+15deg,./data/preprocessed/dataset/processed_28x28/0/0_0_01_0a5cfa52_r02c01.png,./data/raw/dataset/0_01.jpg,rotation/angle_p15/processed_28x28/0/0_0_01_0a5cfa52_r02c01__rotation_angle_p15.png,rotation/angle_p15/input_32x32/0/0_0_01_0a5cfa52_r02c01__rotation_angle_p15.png,rotation/angle_p15/normalized_32x32/0/0_0_01_0a5cfa52_r02c01__rotation_angle_p15.npy
0_0_01_0a5cfa52_r02c02__rotation_angle_p15,0_0_01_0a5cfa52_r02c02,0,rotation,+15deg,./data/preprocessed/dataset/processed_28x28/0/0_0_01_0a5cfa52_r02c02.png,./data/raw/dataset/0_01.jpg,rotation/angle_p15/processed_28x28/0/0_0_01_0a5cfa52_r02c02__rotation_angle_p15.png,rotation/angle_p15/input_32x32/0/0_0_01_0a5cfa52_r02c02__rotation_angle_p15.png,rotation/angle_p15/normalized_32x32/0/0_0_01_0a5cfa52_r02c02__rotation_angle_p15.npy
0_0_01_0a5cfa52_r02c03__rotation_angle_p15,0_0_01_0a5cfa52_r02c03,0,rotation,+15deg,./data/preprocessed/dataset/processed_28x28/0/0_0_01_0a5cfa52_r02c03.png,./data/raw/dataset/0_01.jpg,rotation/angle_p15/processed_28x28/0/0_0_01_0a5cfa52_r02c03__rotation_angle_p15.png,rotation/angle_p15/input_32x32/0/0_0_01_0a5cfa52_r02c03__rotation_angle_p15.png,rotation/angle_p15/normalized_32x32/0/0_0_01_0a5cfa52_r02c03__rotation_angle_p15.npy
0_0_01_0a5cfa52_r02c04__rotation_angle_p15,0_0_01_0a5cfa52_r02c04,0,rotation,+15deg,./data/preprocessed/dataset/processed_28x28/0/0_0_01_0a5cfa52_r02c04.png,./data/raw/dataset/0_01.jpg,rotation/angle_p15/processed_28x28/0/0_0_01_0a5cfa52_r02c04__rotation_angle_p15.png,rotation/angle_p15/input_32x32/0/0_0_01_0a5cfa52_r02c04__rotation_angle_p15.png,rotation/angle_p15/normalized_32x32/0/0_0_01_0a5cfa52_r02c04__rotation_angle_p15.npy
0_0_01_0a5cfa52_r03c01__rotation_angle_p15,0_0_01_0a5cfa52_r03c01,0,rotation,+15deg,./data/preprocessed/dataset/processed_28x28/0/0_0_01_0a5cfa52_r03c01.png,./data/raw/dataset/0_01.jpg,rotation/angle_p15/processed_28x28/0/0_0_01_0a5cfa52_r03c01__rotation_angle_p15.png,rotation/angle_p15/input_32x32/0/0_0_01_0a5cfa52_r03c01__rotation_angle_p15.png,rotation/angle_p15/normalized_32x32/0/0_0_01_0a5cfa52_r03c01__rotation_angle_p15.npy
0_0_01_0a5cfa52_r03c02__rotation_angle_p15,0_0_01_0a5cfa52_r03c02,0,rotation,+15deg,./data/preprocessed/dataset/processed_28x28/0/0_0_01_0a5cfa52_r03c02.png,./data/raw/dataset/0_01.jpg,rotation/angle_p15/processed_28x28/0/0_0_01_0a5cfa52_r03c02__rotation_angle_p15.png,rotation/angle_p15/input_32x32/0/0_0_01_0a5cfa52_r03c02__rotation_angle_p15.png,rotation/angle_p15/normalized_32x32/0/0_0_01_0a5cfa52_r03c02__rotation_angle_p15.npy
